Timestamp,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Primary Encoder Velocity,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Brownout Sticky Warning,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Current,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Primary Encoder Velocity,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Current,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Brownout Warning,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Primary Encoder Velocity,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Current,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Ext EEPROM Warning,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Primary Encoder Velocity,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Current,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Ext EEPROM Sticky Warning
1771298583643,,,,,0,,,,,,,
1771298583658,,,,,,,,,0,,,
1771298583676,,,,,,,-0.03218621760606766,,,,,
1771298583696,,,,,,,,,,-103.10641479492188,,
1771298583713,,,,,,,,0,,,,
1771298583749,,,,,,,,,,,26.300366300366278,
1771298583768,,,,,,,,,,,,0
1771298583784,-102.3210678100586,,,,,,,,,,,
1771298583802,,0,,,,,,,,,,
1771298583819,,,19.633699633699617,,,,,,,,,
1771298583838,,,,-0.006163318175822496,,,,,,,,
1771298583859,,,,,0,,,,,,,
1771298583887,,,,,,0,,,,,,
1771298583927,,,,,,,0.009039533324539661,,,,,
1771298583947,,,,,,,,,0,,,
1771298583989,,,,,,,,0,,,,
1771298584013,,,,,,,,,,-104.79544067382812,,
1771298584039,,,,,,,,,,,,0
1771298584061,,,,,,,,,,,28.205128205128183,
1771298584082,,0,,,,,,,,,,
1771298584105,-101.72265625,,,,,,,,,,,
1771298584152,,,,-0.04382804036140442,,,,,,,,
1771298584172,,,22.161172161172143,,,,,,,,,
1771298584196,,,,,0,,,,,,,
1771298584215,,,,,,0,,,,,,
1771298584238,,,,,,,0.0209552813321352,,,,,
1771298584258,,,,,,,,,0,,,
1771298584278,,,,,,,,0,,,,
1771298584299,,,,,,,,,,-103.67234802246094,,
1771298584339,,,,,,,,,,,27.948717948717924,
1771298584358,,,,,,,,,,,,0
1771298584381,,0,,,,,,,,,,
1771298584400,-101.7226333618164,,,,,,,,,,,
