Timestamp,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current
1771296353597,,,,,,,,,,,0,
1771296353618,,,,,,,,,,,,5.164835164835161
1771296353636,-9.04733943939209,,,,,,,,,,,
1771296353655,,,4.688644688644684,,,,,,,,,
1771296353674,,0,,,,,,,,,,
1771296353692,,,,-8.97582721710205,,,,,,,,
1771296353709,,,,,,0,,,,,,
1771296353729,,,,,0.2930402930402928,,,,,,,
1771296353748,,,,,,,8.911335945129395,,,,,
1771296353766,,,,,,,,,4.725274725274722,,,
1771296353786,,,,,,,,0,,,,
1771296353805,,,,,,,,,,8.946809768676758,,
1771296353821,,,,,,,,,,,0,
1771296353839,,,,,,,,,,,,4.542124542124538
1771296353856,-9.000909805297852,,,,,,,,,,,
1771296353874,,,5.567765567765563,,,,,,,,,
1771296353891,,0,,,,,,,,,,
1771296353910,,,,-8.97582721710205,,,,,,,,
1771296353929,,,,,,0,,,,,,
1771296353945,,,,,0.183150183150183,,,,,,,
1771296353964,,,,,,,8.36060905456543,,,,,
1771296353982,,,,,,,,,5.49450549450549,,,
1771296354000,,,,,,,,0,,,,
1771296354017,,,,,,,,,,8.346776008605957,,
1771296354034,,,,,,,,,,,0,
1771296354053,,,,,,,,,,,,5.311355311355307
1771296354071,-9.312225341796875,,,,,,,,,,,
1771296354090,,,6.117216117216112,,,,,,,,,
1771296354109,,0,,,,,,,,,,
1771296354126,,,,-8.97582721710205,,,,,,,,
1771296354144,,,,,,0,,,,,,
