Timestamp,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning
1771295581055,,5.3451032638549805,,,,,,,,,,
1771295581076,,,0,,,,,,,,,
1771295581096,,,,12.271062271062261,,,,,,,,
1771295581115,,,,,5.359758377075195,,,,,,,
1771295581138,,,,,,,4.688644688644684,,,,,
1771295581157,,,,,,0,,,,,,
1771295581181,,,,,,,,,0,,,
1771295581204,,,,,,,,0.0209552813321352,,,,
1771295581222,,,,,,,,,,,-9.986858913180185e-7,
1771295581243,,,,,,,,,,0,,
1771295581268,0,,,,,,,,,,,
1771295581290,,,,,,,,,,,,0
1771295581318,,6.168933391571045,,,,,,,,,,
1771295581340,,,0,,,,,,,,,
1771295581376,,,,12.637362637362626,,,,,,,,
1771295581415,,,,,6.423273086547852,,,,,,,
1771295581443,,,,,,0,,,,,,
1771295581465,,,,,,,4.578754578754575,,,,,
1771295581489,,,,,,,,,0,,,
1771295581524,,,,,,,,-0.020681357011198997,,,,
1771295581556,,,,,,,,,,,-9.986858913180185e-7,
1771295581577,,,,,,,,,,0,,
1771295581597,,,,,,,,,,,,0
1771295581622,0,,,,,,,,,,,
